,0
2998,6
2999,6
3000,1
3001,3
3002,4
3003,6
3004,6
3005,5
3006,5
3007,2
3008,2
3009,1
3010,5
3011,1
3012,5
3013,5
3014,2
3015,4
3016,7
3017,2
3018,6
3019,6
3020,4
3021,3
3022,4
3023,7
3024,4
3025,2
3026,5
3027,4
3028,6
3029,2
3030,1
3031,7
3032,1
3033,7
3034,4
3035,5
3036,3
3037,4
3038,2
3039,3
3040,3
3041,3
3042,3
3043,1
3044,6
3045,1
3046,1
3047,3
3048,4
3049,2
3050,4
3051,7
3052,3
3053,1
3054,5
3055,6
3056,5
3057,5
3058,6
3059,1
3060,3
3061,4
3062,1
3063,4
3064,1
3065,4
3066,7
3067,7
3068,4
3069,6
3070,3
3071,4
3072,3
3073,5
3074,3
3075,2
3076,3
3077,2
3078,6
3079,2
3080,6
3081,1
3082,5
3083,3
3084,1
3085,2
3086,7
3087,4
3088,6
3089,7
3090,1
3091,6
3092,3
3093,5
3094,2
3095,5
3096,3
3097,7
3098,1
3099,5
3100,7
3101,7
3102,7
3103,7
3104,6
3105,2
3106,6
3107,2
3108,2
3109,7
3110,6
3111,1
3112,6
3113,4
3114,4
3115,3
3116,3
3117,7
3118,2
3119,5
3120,1
3121,6
3122,7
3123,7
3124,7
3125,3
3126,6
3127,4
3128,5
3129,3
3130,4
3131,3
3132,3
3133,6
3134,6
3135,7
3136,5
3137,7
3138,3
3139,7
3140,5
3141,7
3142,3
3143,5
3144,3
3145,7
3146,4
3147,1
3148,4
3149,3
3150,4
3151,5
3152,7
3153,3
3154,7
3155,6
3156,4
3157,4
3158,2
3159,3
3160,3
3161,7
3162,3
3163,3
3164,7
3165,5
3166,6
3167,5
3168,3
3169,3
3170,7
3171,4
3172,2
3173,2
3174,2
3175,3
3176,7
3177,7
3178,7
3179,7
3180,1
3181,5
3182,1
3183,2
3184,5
3185,4
3186,6
3187,6
3188,7
3189,1
3190,7
3191,2
3192,6
3193,1
3194,6
3195,4
3196,7
3197,2
3198,5
3199,7
3200,5
3201,4
3202,6
3203,6
3204,6
3205,4
3206,3
3207,4
3208,4
3209,3
3210,3
3211,1
3212,2
3213,3
3214,1
3215,1
3216,7
3217,4
3218,7
3219,7
3220,3
3221,6
3222,3
3223,1
3224,7
3225,2
3226,2
3227,5
3228,7
3229,5
3230,3
3231,5
3232,7
3233,5
3234,7
3235,5
3236,1
3237,4
3238,4
3239,7
3240,6
3241,2
3242,7
3243,4
3244,6
3245,4
3246,2
3247,3
3248,4
3249,1
3250,3
3251,2
3252,6
3253,4
3254,4
3255,7
3256,3
3257,6
3258,3
3259,2
3260,7
3261,5
3262,2
3263,4
3264,1
3265,1
3266,3
3267,7
3268,1
3269,1
3270,2
3271,7
3272,4
3273,3
3274,2
3275,4
3276,4
3277,2
3278,5
3279,4
3280,2
3281,3
3282,4
3283,7
3284,1
3285,5
3286,7
3287,5
3288,7
3289,3
3290,7
3291,4
3292,6
3293,2
3294,4
3295,1
3296,3
3297,4
3298,5
3299,4
3300,5
3301,5
3302,5
3303,3
3304,2
3305,7
3306,5
3307,2
3308,2
3309,6
3310,7
3311,6
3312,7
3313,2
3314,1
3315,4
3316,1
3317,2
3318,5
3319,1
3320,1
3321,5
3322,2
3323,6
3324,1
3325,2
3326,6
3327,1
3328,4
3329,6
3330,5
3331,4
3332,6
3333,2
3334,3
3335,6
3336,4
3337,4
3338,1
3339,4
3340,3
3341,3
3342,5
3343,7
3344,3
3345,1
3346,4
3347,5
3348,1
3349,7
3350,7
3351,4
3352,5
3353,5
3354,3
3355,5
3356,7
3357,4
3358,1
3359,5
3360,7
3361,5
3362,3
3363,1
3364,5
3365,6
3366,6
3367,6
3368,4
3369,7
3370,6
3371,4
3372,3
3373,4
3374,5
3375,3
3376,4
3377,1
3378,6
3379,3
3380,6
3381,5
3382,2
3383,4
3384,3
3385,1
3386,5
3387,1
3388,1
3389,6
3390,5
3391,2
3392,2
3393,4
3394,4
3395,3
3396,4
3397,5
3398,2
3399,1
3400,3
3401,4
3402,3
3403,4
3404,3
3405,7
3406,6
3407,5
3408,5
3409,2
3410,4
3411,2
3412,1
3413,2
3414,6
3415,1
3416,5
3417,4
3418,4
3419,7
3420,7
3421,1
3422,4
3423,5
3424,3
3425,1
3426,3
3427,3
3428,5
3429,2
3430,1
3431,5
3432,6
3433,2
3434,6
3435,1
3436,6
3437,1
3438,2
3439,1
3440,1
3441,4
3442,5
3443,7
3444,5
3445,7
3446,3
3447,4
3448,2
3449,4
3450,4
3451,1
3452,4
3453,6
3454,3
3455,2
3456,6
3457,1
3458,7
3459,6
3460,7
3461,4
3462,1
3463,6
3464,6
3465,2
3466,1
3467,1
3468,7
3469,4
3470,1
3471,7
3472,1
3473,4
3474,7
3475,3
3476,6
3477,4
3478,3
3479,2
3480,6
3481,1
3482,3
3483,3
3484,3
3485,7
3486,3
3487,3
3488,6
3489,6
3490,1
3491,2
3492,5
3493,3
3494,4
3495,6
3496,5
3497,7
3498,1
3499,5
3500,6
3501,6
3502,2
3503,2
3504,1
3505,1
3506,5
3507,4
3508,3
3509,1
3510,4
3511,3
3512,2
3513,2
3514,2
3515,6
3516,1
3517,6
3518,1
3519,5
3520,5
3521,7
3522,7
3523,5
3524,6
3525,5
3526,6
3527,3
3528,5
3529,3
3530,1
3531,6
3532,3
3533,1
3534,2
3535,4
3536,1
3537,2
3538,1
3539,6
3540,4
3541,1
3542,1
3543,7
3544,4
3545,2
3546,1
3547,3
3548,7
3549,1
3550,5
3551,6
3552,1
3553,5
3554,1
3555,7
3556,4
3557,3
3558,2
3559,4
3560,5
3561,5
3562,3
3563,2
3564,4
3565,3
3566,4
3567,5
3568,4
3569,5
3570,7
3571,5
3572,5
3573,5
3574,3
3575,1
3576,5
3577,2
3578,4
3579,6
3580,6
3581,7
3582,5
3583,6
3584,6
3585,3
3586,5
3587,2
3588,3
3589,1
3590,1
3591,3
3592,3
3593,4
3594,1
3595,4
3596,5
3597,4
3598,1
3599,5
3600,4
3601,6
3602,7
3603,4
3604,1
3605,7
3606,5
3607,1
3608,7
3609,6
3610,6
3611,4
3612,3
3613,2
3614,1
3615,3
3616,2
3617,7
3618,5
3619,7
3620,3
3621,5
3622,2
3623,3
3624,3
3625,3
3626,1
3627,1
3628,2
3629,1
3630,6
3631,1
3632,7
3633,4
3634,7
3635,7
3636,4
3637,6
3638,4
3639,1
3640,4
3641,4
3642,3
3643,4
3644,3
3645,4
3646,6
3647,7
3648,4
3649,1
3650,4
3651,4
3652,6
3653,7
3654,3
3655,6
3656,3
3657,3
3658,3
3659,1
3660,6
3661,7
3662,3
3663,4
3664,2
3665,4
3666,3
3667,2
3668,5
3669,3
3670,3
3671,4
3672,6
3673,3
3674,7
3675,3
3676,5
3677,5
3678,3
3679,5
3680,2
3681,6
3682,6
3683,4
3684,5
3685,1
3686,3
3687,2
3688,6
3689,5
3690,1
3691,5
3692,1
3693,7
3694,6
3695,6
3696,3
3697,1
3698,5
3699,1
3700,3
3701,6
3702,6
3703,7
3704,4
3705,5
3706,7
3707,4
3708,5
3709,1
3710,5
3711,3
3712,5
3713,5
3714,3
3715,1
3716,7
3717,2
3718,1
3719,1
3720,4
3721,5
3722,5
3723,4
3724,6
3725,2
3726,2
3727,6
3728,3
3729,7
3730,4
3731,3
3732,1
3733,6
3734,1
3735,3
3736,5
3737,5
3738,2
3739,7
3740,2
3741,1
3742,1
3743,7
3744,5
3745,7
3746,2
3747,6
3748,2
3749,3
3750,7
3751,1
3752,7
3753,5
3754,3
3755,1
3756,3
3757,1
3758,2
3759,2
3760,5
3761,6
3762,7
3763,5
3764,7
3765,6
3766,7
3767,5
3768,3
3769,2
3770,7
3771,5
3772,1
3773,1
3774,6
3775,1
3776,6
3777,2
3778,3
3779,7
3780,4
3781,1
3782,6
3783,7
3784,5
3785,2
3786,4
3787,2
3788,6
3789,5
3790,6
3791,2
3792,4
3793,5
3794,2
3795,2
3796,2
3797,7
3798,2
3799,5
3800,5
3801,7
3802,4
3803,1
3804,3
3805,4
3806,1
3807,6
3808,1
3809,3
3810,5
3811,4
3812,7
3813,4
3814,7
3815,1
3816,7
3817,3
3818,4
3819,6
3820,4
3821,3
3822,4
3823,5
3824,7
3825,7
3826,4
3827,2
3828,5
3829,2
3830,3
3831,6
3832,5
3833,7
3834,2
3835,2
3836,1
3837,7
3838,5
3839,2
3840,4
3841,2
3842,1
3843,2
3844,2
3845,6
3846,2
3847,7
3848,6
3849,1
3850,7
3851,7
3852,3
3853,1
3854,7
3855,1
3856,1
3857,4
3858,3
3859,6
3860,5
3861,4
3862,1
3863,1
3864,4
3865,1
3866,4
3867,4
3868,5
3869,1
3870,5
3871,4
3872,5
3873,2
3874,6
3875,1
3876,3
3877,5
3878,5
3879,7
3880,2
3881,3
3882,4
3883,5
3884,6
3885,4
3886,3
3887,7
3888,3
3889,2
3890,4
3891,5
3892,7
3893,7
3894,1
3895,4
3896,6
3897,2
3898,1
3899,4
3900,3
3901,2
3902,2
3903,1
3904,1
3905,2
3906,3
3907,7
3908,1
3909,1
3910,4
3911,3
3912,3
3913,7
3914,2
3915,1
3916,6
3917,2
3918,2
3919,5
3920,3
3921,4
3922,1
3923,5
3924,6
3925,6
3926,4
3927,7
3928,4
3929,5
3930,7
3931,3
3932,4
3933,4
3934,6
3935,3
3936,2
3937,5
3938,6
3939,4
3940,2
3941,3
3942,4
3943,2
3944,6
3945,6
3946,3
3947,2
3948,5
3949,5
3950,3
3951,5
3952,3
3953,6
3954,3
3955,3
3956,6
3957,1
3958,4
3959,5
3960,5
3961,7
3962,1
3963,6
3964,6
3965,2
3966,6
3967,3
3968,3
3969,2
3970,6
3971,4
3972,3
3973,1
3974,4
3975,1
3976,6
3977,2
3978,4
3979,4
3980,5
3981,4
3982,5
3983,4
3984,6
3985,2
3986,6
3987,6
3988,5
3989,1
3990,4
3991,4
3992,7
3993,3
3994,4
3995,2
3996,4
3997,6
3998,7
3999,7
4000,2
4001,3
4002,5
4003,5
4004,3
4005,3
4006,1
4007,1
4008,6
4009,4
4010,5
4011,2
4012,2
4013,7
4014,1
4015,1
4016,2
4017,7
4018,4
4019,3
4020,2
4021,2
4022,6
4023,6
4024,1
4025,6
4026,4
4027,2
4028,1
4029,3
4030,2
4031,4
4032,2
4033,1
4034,3
4035,7
4036,5
4037,1
4038,2
4039,4
4040,5
4041,5
4042,5
4043,4
4044,1
4045,6
4046,6
4047,4
4048,7
4049,7
4050,2
4051,6
4052,2
4053,1
4054,5
4055,2
4056,4
4057,7
4058,1
4059,3
4060,1
4061,4
4062,2
4063,7
4064,5
4065,2
4066,1
4067,7
4068,3
4069,7
4070,4
4071,5
4072,7
4073,7
4074,6
4075,4
4076,6
4077,3
4078,3
4079,5
4080,7
4081,1
4082,1
4083,4
4084,7
4085,5
4086,7
4087,7
4088,4
4089,7
4090,4
4091,4
4092,7
4093,4
4094,1
4095,6
4096,7
4097,2
4098,5
4099,5
4100,3
4101,2
4102,6
4103,1
4104,2
4105,2
4106,7
4107,2
4108,5
4109,6
4110,6
4111,6
4112,4
4113,6
4114,5
4115,7
4116,7
4117,7
4118,3
4119,2
4120,4
4121,2
4122,1
4123,4
4124,4
4125,1
4126,7
4127,4
4128,6
4129,5
4130,3
4131,7
4132,5
4133,6
4134,1
4135,1
4136,5
4137,4
4138,2
4139,2
4140,1
4141,1
4142,3
4143,2
4144,3
4145,1
4146,6
4147,5
4148,5
4149,7
4150,5
4151,6
4152,4
4153,4
4154,6
4155,3
4156,6
4157,4
4158,1
4159,7
4160,2
4161,7
4162,2
4163,2
4164,7
4165,5
4166,7
4167,6
4168,4
4169,3
4170,5
4171,1
4172,6
4173,3
4174,5
4175,2
4176,1
4177,2
4178,3
4179,4
4180,7
4181,3
4182,3
4183,4
4184,3
4185,4
4186,5
4187,6
4188,6
4189,1
4190,2
4191,3
4192,6
4193,1
4194,6
4195,6
4196,6
4197,4
4198,6
4199,5
4200,7
4201,3
4202,5
4203,3
4204,7
4205,3
4206,1
4207,5
4208,1
4209,5
4210,4
4211,5
4212,6
4213,7
4214,7
4215,2
4216,7
4217,1
4218,4
4219,3
4220,4
4221,4
4222,3
4223,1
4224,5
4225,4
4226,4
4227,1
4228,2
4229,1
4230,2
4231,1
4232,2
4233,5
4234,2
4235,5
4236,3
4237,3
4238,6
4239,5
4240,6
4241,3
4242,2
4243,5
4244,6
4245,3
4246,5
4247,2
4248,6
4249,5
4250,7
4251,6
4252,1
4253,3
4254,7
4255,1
4256,4
4257,3
4258,5
4259,3
4260,7
4261,1
4262,2
4263,2
4264,1
4265,7
4266,7
4267,5
4268,1
4269,1
4270,5
4271,2
4272,4
4273,5
4274,1
4275,1
4276,7
4277,2
4278,6
4279,3
4280,3
4281,3
4282,4
4283,1
4284,7
4285,3
4286,7
4287,6
4288,7
4289,3
4290,7
4291,1
4292,3
4293,2
4294,7
4295,5
4296,2
4297,5
4298,7
4299,6
4300,2
4301,2
4302,7
4303,3
4304,6
4305,5
4306,1
4307,3
4308,5
4309,3
4310,6
4311,4
4312,2
4313,5
4314,7
4315,1
4316,4
4317,4
4318,3
4319,3
4320,5
4321,5
4322,4
4323,2
4324,5
4325,3
4326,4
4327,7
4328,1
4329,7
4330,7
4331,6
4332,2
4333,3
4334,3
4335,7
4336,3
4337,1
4338,1
4339,5
4340,3
4341,3
4342,5
4343,3
4344,7
4345,2
4346,3
4347,4
4348,5
4349,3
4350,7
4351,4
4352,5
4353,5
4354,4
4355,4
4356,3
4357,1
4358,1
4359,1
4360,2
4361,6
4362,2
4363,2
4364,2
4365,1
4366,3
4367,2
4368,6
4369,1
4370,7
4371,5
4372,6
4373,5
4374,4
4375,6
4376,2
4377,6
4378,7
4379,7
4380,2
4381,4
4382,1
4383,1
4384,6
4385,3
4386,3
4387,5
4388,4
4389,4
4390,7
4391,3
4392,4
4393,5
4394,2
4395,4
4396,3
4397,3
4398,6
4399,6
4400,2
4401,6
4402,4
4403,7
4404,4
4405,3
4406,1
4407,3
4408,1
4409,7
4410,1
4411,7
4412,5
4413,5
4414,1
4415,5
4416,5
4417,5
4418,1
4419,6
4420,6
4421,7
4422,1
4423,1
4424,2
4425,3
4426,7
4427,5
4428,6
4429,3
4430,7
4431,1
4432,5
4433,4
4434,4
4435,7
4436,6
4437,3
4438,2
4439,4
4440,6
4441,3
4442,7
4443,4
4444,6
4445,7
4446,7
4447,6
4448,2
4449,4
4450,7
4451,1
4452,4
4453,1
4454,5
4455,2
4456,7
4457,4
4458,2
4459,2
4460,5
4461,4
4462,7
4463,1
4464,4
4465,2
4466,5
4467,2
4468,3
4469,4
4470,2
4471,2
4472,5
4473,1
4474,5
4475,1
4476,7
4477,4
4478,5
4479,1
4480,3
4481,3
4482,6
4483,4
4484,5
4485,3
4486,6
4487,4
4488,1
4489,3
4490,3
4491,3
4492,6
4493,6
4494,4
4495,1
4496,7
4497,5
4498,5
4499,6
4500,1
4501,2
4502,6
4503,5
4504,1
4505,1
4506,4
4507,3
4508,7
4509,2
4510,4
4511,3
4512,4
4513,4
4514,3
4515,1
4516,1
4517,6
4518,3
4519,5
4520,7
4521,1
4522,4
4523,7
4524,7
4525,2
4526,2
4527,5
4528,5
4529,4
4530,3
4531,7
4532,3
4533,1
4534,5
4535,2
4536,4
4537,2
4538,6
4539,3
4540,6
4541,7
4542,6
4543,7
4544,1
4545,5
4546,7
4547,6
4548,7
4549,2
4550,2
4551,6
4552,7
4553,6
4554,6
4555,7
4556,1
4557,6
4558,5
4559,1
4560,2
4561,6
4562,5
4563,5
4564,6
4565,7
4566,2
4567,5
4568,2
4569,5
4570,7
4571,5
4572,5
4573,7
4574,2
4575,3
4576,6
4577,1
4578,4
4579,2
4580,7
4581,5
4582,7
4583,2
4584,4
4585,7
4586,6
4587,4
4588,4
4589,5
4590,6
4591,2
4592,2
4593,1
4594,7
4595,3
4596,7
4597,6
4598,5
4599,4
4600,7
4601,1
4602,7
4603,5
4604,7
4605,6
4606,4
4607,7
4608,7
4609,3
4610,7
4611,6
4612,6
4613,1
4614,1
4615,3
4616,1
4617,4
4618,4
4619,4
4620,1
4621,3
4622,6
4623,7
4624,6
4625,1
4626,7
4627,6
4628,1
4629,2
4630,3
4631,5
4632,7
4633,7
4634,1
4635,1
4636,2
4637,3
4638,7
4639,1
4640,5
4641,2
4642,6
4643,7
4644,4
4645,7
4646,6
4647,2
4648,4
4649,5
4650,7
4651,5
4652,4
4653,1
4654,1
4655,5
4656,2
4657,6
4658,3
4659,3
4660,4
4661,5
4662,4
4663,1
4664,5
4665,4
4666,3
4667,7
4668,5
4669,3
4670,3
4671,4
4672,7
4673,3
4674,7
4675,6
4676,5
4677,5
4678,2
4679,5
4680,4
4681,1
4682,3
4683,4
4684,6
4685,4
4686,6
4687,3
4688,5
4689,6
4690,4
4691,4
4692,5
4693,4
4694,6
4695,5
4696,4
4697,4
4698,7
4699,2
4700,1
4701,3
4702,7
4703,2
4704,1
4705,2
4706,6
4707,6
4708,7
4709,7
4710,4
4711,5
4712,5
4713,6
4714,7
4715,3
4716,2
4717,5
4718,3
4719,2
4720,6
4721,1
4722,2
4723,7
4724,6
4725,6
4726,4
4727,3
4728,2
4729,5
4730,2
4731,2
4732,5
4733,3
4734,6
4735,4
4736,3
4737,3
4738,2
4739,7
4740,6
4741,4
4742,4
4743,7
4744,1
4745,5
4746,7
4747,6
4748,2
4749,7
4750,4
4751,3
4752,2
4753,1
4754,6
4755,3
4756,6
4757,7
4758,1
4759,3
4760,1
4761,1
4762,6
4763,2
4764,2
4765,2
4766,1
4767,4
4768,6
4769,3
4770,3
4771,3
4772,1
4773,6
4774,5
4775,5
4776,6
4777,1
4778,7
4779,1
4780,3
4781,3
4782,2
4783,3
4784,3
4785,7
4786,2
4787,4
4788,7
4789,4
4790,6
4791,4
4792,1
4793,5
4794,3
4795,3
4796,2
4797,7
4798,6
4799,3
4800,7
4801,2
4802,3
4803,7
4804,1
4805,5
4806,3
4807,3
4808,3
4809,5
4810,5
4811,4
4812,4
4813,2
4814,7
4815,3
4816,6
4817,1
4818,7
4819,6
4820,5
4821,1
4822,2
4823,2
4824,5
4825,1
4826,3
4827,4
4828,1
4829,2
4830,4
4831,4
4832,1
4833,3
4834,7
4835,6
4836,5
4837,2
4838,4
4839,6
4840,4
4841,4
4842,1
4843,2
4844,6
4845,4
4846,6
4847,1
4848,5
4849,3
4850,1
4851,3
4852,6
4853,7
4854,4
4855,6
4856,3
4857,2
4858,5
4859,6
4860,3
4861,1
4862,4
4863,7
4864,6
4865,6
4866,7
4867,7
4868,6
4869,3
4870,1
4871,6
4872,2
4873,2
4874,7
4875,2
4876,7
4877,6
4878,6
4879,5
4880,5
4881,2
4882,2
4883,3
4884,4
4885,1
4886,4
4887,5
4888,6
4889,6
4890,5
4891,4
4892,6
4893,5
4894,7
4895,4
4896,5
4897,6
4898,5
4899,3
4900,5
4901,4
4902,4
4903,7
4904,5
4905,5
4906,5
4907,1
4908,2
4909,6
4910,4
4911,6
4912,2
4913,6
4914,1
4915,6
4916,3
4917,2
4918,4
4919,6
4920,7
4921,4
4922,7
4923,6
4924,2
4925,7
4926,2
4927,3
4928,3
4929,5
4930,3
4931,6
4932,6
4933,3
4934,7
4935,7
4936,6
4937,6
4938,4
4939,6
4940,2
4941,3
4942,6
4943,6
4944,2
4945,4
4946,7
4947,6
4948,6
4949,2
4950,4
4951,1
4952,7
4953,6
4954,3
4955,3
4956,7
4957,3
4958,1
4959,6
4960,1
4961,4
4962,1
4963,5
4964,6
4965,2
4966,4
4967,3
4968,3
4969,7
4970,6
4971,5
4972,3
4973,1
4974,7
4975,6
4976,1
4977,7
4978,6
4979,3
4980,6
4981,3
4982,6
4983,5
4984,7
4985,3
4986,4
4987,4
4988,3
4989,4
4990,7
4991,5
4992,6
4993,2
4994,2
4995,5
4996,6
4997,1
4998,3
4999,1
5000,3
5001,3
5002,2
5003,4
5004,2
5005,7
5006,7
5007,5
5008,1
5009,3
5010,4
5011,7
5012,5
5013,2
5014,7
5015,3
5016,2
5017,4
5018,2
5019,1
5020,6
5021,7
5022,6
5023,6
5024,4
5025,4
5026,2
5027,4
5028,5
5029,1
5030,5
5031,6
5032,5
5033,7
5034,4
5035,1
5036,3
5037,1
5038,5
5039,4
5040,5
5041,7
5042,3
5043,3
5044,4
5045,2
5046,7
5047,7
5048,6
5049,5
5050,6
5051,1
5052,4
5053,4
5054,7
5055,7
5056,7
5057,6
5058,3
5059,7
5060,7
5061,1
5062,4
5063,1
5064,4
5065,1
5066,2
5067,7
5068,4
5069,4
5070,7
5071,7
5072,2
5073,2
5074,1
5075,5
5076,3
5077,6
5078,5
5079,2
5080,7
5081,7
5082,3
5083,1
5084,2
5085,7
5086,1
5087,4
5088,4
5089,4
5090,1
5091,2
5092,1
5093,3
5094,7
5095,2
5096,1
5097,7
5098,6
5099,6
5100,7
5101,6
5102,5
5103,6
5104,5
5105,6
5106,5
5107,1
5108,5
5109,7
5110,5
5111,2
5112,1
5113,7
5114,5
5115,3
5116,6
5117,2
5118,2
5119,3
5120,7
5121,5
5122,6
5123,4
5124,3
5125,4
5126,6
5127,3
5128,4
5129,7
5130,2
5131,1
5132,5
5133,3
5134,3
5135,1
5136,6
5137,3
5138,2
5139,6
5140,7
5141,7
5142,5
5143,4
5144,5
5145,2
5146,7
5147,1
5148,1
5149,2
5150,5
5151,5
5152,7
5153,2
5154,6
5155,1
5156,2
5157,7
5158,6
5159,5
5160,4
5161,2
5162,7
5163,3
5164,3
5165,6
5166,1
5167,7
5168,3
5169,3
5170,6
5171,4
5172,4
5173,6
5174,3
5175,4
5176,2
5177,3
5178,4
5179,1
5180,4
5181,2
5182,1
5183,6
5184,7
5185,3
5186,1
5187,6
5188,6
5189,5
5190,7
5191,3
5192,1
5193,4
5194,7
5195,3
5196,1
5197,4
5198,6
5199,7
5200,3
5201,7
5202,7
5203,5
5204,4
5205,1
5206,4
5207,4
5208,6
5209,2
5210,2
5211,5
5212,1
5213,4
5214,1
5215,3
5216,2
5217,6
5218,3
5219,2
5220,4
5221,3
5222,2
5223,2
5224,6
5225,6
5226,2
5227,2
5228,7
5229,3
5230,1
5231,3
5232,1
5233,3
5234,6
5235,2
5236,3
5237,3
5238,2
5239,7
5240,2
5241,2
5242,4
5243,7
5244,5
5245,4
5246,4
5247,7
5248,6
5249,3
5250,7
5251,3
5252,5
5253,2
5254,1
5255,2
5256,1
5257,5
5258,3
5259,6
5260,2
5261,3
5262,5
5263,6
5264,3
5265,1
5266,2
5267,6
5268,3
5269,6
5270,3
5271,5
5272,1
5273,4
5274,6
5275,3
5276,2
5277,5
5278,7
5279,1
5280,3
5281,5
5282,4
5283,2
5284,1
5285,5
5286,6
5287,1
5288,3
5289,2
5290,7
5291,5
5292,7
5293,5
5294,2
5295,7
5296,2
5297,6
5298,4
5299,2
5300,4
5301,5
5302,4
5303,2
5304,2
5305,3
5306,4
5307,7
5308,7
5309,3
5310,3
5311,1
5312,3
5313,2
5314,7
5315,6
5316,2
5317,3
5318,3
5319,7
5320,7
5321,1
5322,6
5323,6
5324,4
5325,7
5326,6
5327,7
5328,5
5329,3
5330,6
5331,5
5332,1
5333,2
5334,5
5335,6
5336,2
5337,5
5338,5
5339,4
5340,1
5341,7
5342,5
5343,2
5344,5
5345,3
5346,5
5347,2
5348,3
5349,6
5350,4
5351,7
5352,5
5353,3
5354,5
5355,2
5356,6
5357,7
5358,7
5359,7
5360,2
5361,7
5362,1
5363,4
5364,5
5365,7
5366,5
5367,6
5368,5
5369,5
5370,1
5371,3
5372,1
5373,3
5374,6
5375,4
5376,7
5377,1
5378,6
5379,4
5380,7
5381,1
5382,3
5383,3
5384,6
5385,6
5386,1
5387,2
5388,4
5389,6
5390,5
5391,6
5392,2
5393,7
5394,1
5395,4
5396,6
5397,6
5398,6
5399,7
5400,5
5401,3
5402,1
5403,5
5404,3
5405,3
5406,7
5407,3
5408,2
5409,2
5410,2
5411,5
5412,2
5413,5
5414,3
5415,2
5416,5
5417,5
5418,1
5419,3
5420,4
5421,2
5422,5
5423,1
5424,2
5425,7
5426,6
5427,6
5428,5
5429,4
5430,6
5431,7
5432,2
5433,1
5434,6
5435,6
5436,5
5437,6
5438,5
5439,6
5440,2
5441,6
5442,1
5443,5
5444,5
5445,1
5446,2
5447,1
5448,6
5449,2
5450,5
5451,4
5452,2
5453,4
5454,1
5455,1
5456,4
5457,3
5458,6
5459,7
5460,6
5461,2
5462,1
5463,2
5464,6
5465,7
5466,7
5467,2
5468,3
5469,4
5470,7
5471,3
5472,3
5473,4
5474,7
5475,3
5476,6
5477,6
5478,1
5479,7
5480,2
5481,3
5482,6
5483,7
5484,7
5485,1
5486,3
5487,6
5488,4
5489,2
5490,3
5491,6
5492,6
5493,2
5494,7
5495,4
5496,5
5497,4
5498,4
5499,2
5500,5
5501,5
5502,3
5503,7
5504,4
5505,1
5506,6
5507,3
5508,5
5509,6
5510,4
5511,4
5512,2
5513,6
5514,1
5515,7
5516,1
5517,7
5518,1
5519,4
5520,4
5521,1
5522,3
5523,6
5524,1
5525,7
5526,3
5527,4
5528,4
5529,6
5530,6
5531,3
5532,4
5533,3
5534,7
5535,4
5536,5
5537,6
5538,3
5539,6
5540,5
5541,5
5542,5
5543,3
5544,5
5545,1
5546,4
5547,1
5548,3
5549,4
5550,7
5551,5
5552,1
5553,3
5554,4
5555,4
5556,5
5557,6
5558,5
5559,3
5560,3
5561,1
5562,4
5563,1
5564,2
5565,3
5566,4
5567,2
5568,1
5569,4
5570,5
5571,1
5572,3
5573,6
5574,3
5575,1
5576,2
5577,1
5578,4
5579,2
5580,3
5581,5
5582,1
5583,4
5584,2
5585,5
5586,1
5587,1
5588,4
5589,2
5590,1
5591,1
5592,2
5593,5
5594,2
5595,2
5596,3
5597,1
5598,2
5599,4
5600,5
5601,6
5602,2
5603,3
5604,1
5605,6
5606,3
5607,7
5608,2
5609,7
5610,1
5611,4
5612,5
5613,3
5614,1
5615,6
5616,7
5617,2
5618,6
5619,7
5620,3
5621,6
5622,2
5623,7
5624,4
5625,6
5626,5
5627,6
5628,3
5629,4
5630,3
5631,4
5632,7
5633,7
5634,1
5635,2
5636,2
5637,3
5638,5
5639,7
5640,2
5641,5
5642,2
5643,5
5644,2
5645,1
5646,3
5647,4
5648,7
5649,6
5650,3
5651,2
5652,2
5653,1
5654,1
5655,3
5656,2
5657,3
5658,3
5659,7
5660,2
5661,7
5662,6
5663,5
5664,5
5665,4
5666,2
5667,7
5668,2
5669,5
5670,2
5671,1
5672,7
5673,6
5674,5
5675,6
5676,6
5677,4
5678,7
5679,4
5680,5
5681,5
5682,6
5683,3
5684,5
5685,2
5686,2
5687,7
5688,1
5689,5
5690,7
5691,5
5692,5
5693,6
5694,4
5695,4
5696,5
5697,1
5698,4
5699,5
5700,1
5701,4
5702,3
5703,3
5704,4
5705,4
5706,5
5707,1
5708,4
5709,2
5710,3
5711,2
5712,5
5713,2
5714,3
5715,3
5716,6
5717,4
5718,2
5719,6
5720,5
5721,7
5722,7
5723,4
5724,3
5725,6
5726,4
5727,5
5728,2
5729,7
5730,7
5731,6
5732,1
5733,2
5734,6
5735,7
5736,7
5737,5
5738,5
5739,1
5740,4
5741,2
5742,7
5743,6
5744,1
5745,5
5746,1
5747,5
5748,6
5749,5
5750,3
5751,5
5752,6
5753,1
5754,1
5755,1
5756,5
5757,6
5758,3
5759,7
5760,1
5761,5
5762,2
5763,4
5764,2
5765,7
5766,7
5767,7
5768,3
5769,3
5770,5
5771,3
5772,1
5773,1
5774,3
5775,4
5776,1
5777,1
5778,5
5779,6
5780,6
5781,1
5782,2
5783,7
5784,2
5785,2
5786,7
5787,1
5788,2
5789,3
5790,7
5791,2
5792,1
5793,3
5794,5
5795,5
5796,1
